Unnamed: 0,GlobalID,Detection Date,Notes,Lab Status,Submission Date,Latitude,Longitude,NLPScore,CVsim,distance,time
22,{47D28B3C-3C0D-435E-99F1-2CFE2A0F82A0},2019/9/14,"Observed flying around my porch. Hovered in place like a humming bird while facing me. I tried, but was unable to snap a photo.",Unverified,2020/4/4,48.64683,-122.369771,0.043454626,0.5,0.03093964,0.000347633
23,{A0161ABC-0636-445B-A877-BBB2CA55EC8F},2020/4/5,"I am fairly confident this is what chased me around my pasture yesterday.  It is as huge, fast, and incessant.  I even smacked it hard with my cell phone, which stunned it, then it came back at me.  I was out checking my raspberry rows.  It didn’t stop",Unverified,2020/4/5,46.240112,-122.915848,0.466647073,0.5,0.58826034,0.002781061
24,{AA08DB6A-08EF-4922-8D7E-AAFF5A9B8599},2020/4/6, ,Unverified,2020/4/6,47.526522,-122.324858,0.329197461,0.5,0.287879821,0.002711534
25,{22E3A08D-494C-4539-8894-FDC32F2C9855},2020/4/6,"Unknown if this is our invasive species, but its a growing colony right above the sidewalk on the concrete support wall for the Highway 99 overpass over Cloverdale, on the northwest corner.  Definitely a hazard to pedestrians regardless of species.  Didn",Unverified,2020/4/6,47.526507,-122.324826,0.349110073,0.5,0.287883955,0.002711534
26,{CBF357AE-C33D-48C4-A4E0-DFC79F7C11DC},2020/3/24,It stung me through a paper towel,Unverified,2020/4/6,48.077702,-123.170761,0.368729446,0.5,0.1975536,0.003615379
27,{8BE98561-0104-44B6-98D2-1CB625378F9B},2020/4/6,We live on the coast and are familiar with the bees and wasps in our area. We are outside most of the day until night. We kept remarking about a strange huge bee buzzing around that was orange and we’ve never seen before. I have no picture but will try,Negative ID,2020/4/6,47.156028,-123.013366,0.541500882,0.5,0.383741239,0.002711534
28,{C77D080B-8315-45F8-A0F1-33DEDC5D58C5},2020/4/6,Not sure but this this was huge and never seen it before around my pond,Unverified,2020/4/7,47.370776,-120.138766,0.402050838,0.5,0.476516753,0.002711534
29,{BE0AD7A4-F4FD-40F7-979C-AE5F4470B1E4},2020/4/7,"I live in Newcastle, WA and found a dead one on my front porch. I will leave it there if you want to confirm",Negative ID,2020/4/7,47.62986,-120.68945,0.352764956,2.28E-11,0.37378698,0.002642008
30,{EF1D664F-F908-4086-95C2-6C3B1A93FCB2},2019/6/16,"Saw this big bee on my back deck, tried to look it up but I couldn't find a match.  Very large and in my entire life I have not seen one like this in Washington state. Thank you.",Negative ID,2020/4/7,47.766765,-122.552735,0.550088741,1,0.233209939,0.00660502
31,{B96D7B7E-8C04-4C89-88EE-656E8CF0FF6E},2020/4/7,"My husband and I were walking in the Orting Trail between Sumner, Puyallup and Orting when an insect buzzed past my head. It was larger than bees or flies I had seen before. I joked that “whatever it was it just darkened the sky for a bit�? I was jok",Unverified,2020/4/7,47.179097,-122.235314,0.329197461,0.5,0.368450207,0.002642008
32,{6FA5F703-E43F-4E6A-BA03-055385387E7E},2018/7/20,Orondo State Park - near the apple orchards.,Unverified,2020/4/7,47.701216,-120.195674,0.341693473,0.5,0.420654261,0.029618299
33,{6B29A36C-EE9D-4188-849D-79E6A5A3D161},2020/4/5,I had arrived at the Ephrata gun ranger's 25 yd handgun bay. While I was offloading my gear and equipment I noticed a large orange headed beeline wasp flying around my vehicle. It lingered around my vehicle and myself. Realizing it could be the Asian hor,Unverified,2020/4/7,47.296898,-119.500329,0.526926437,0.5,0.562893101,0.002781061
34,{46C10079-3B5B-49DE-B8F7-F1FBCB4BABD1},2019/7/28,It was a very large orange hornet about 2 inches. We were sitting down grilling under a tree near John Day dam when a large orange hornet fell onto the ground trying to fly bit it couldn't. I killed it in fear for my young children running around. It was,Unverified,2020/4/7,45.710268,-120.696372,0.567115466,0.5,0.754376174,0.003684906
35,{266F962C-6461-4A6D-8660-6AE608F41AB1},2019/12/22,"2 of these things were landing in front of my house, and went into burrows into loose dirt in front of the house.  They were about 1.5 to 2�?long with orange/yellow heads.  I squashed them both, and flattened out the mount of dirt next to burrow.  I ju",Unverified,2020/4/7,47.77475,-122.213725,0.329197461,0.5,0.232591931,0.000973371
36,{4AA114DD-D296-47C6-A3BB-6E8E5A257DC3},2020/4/7,"Last summer, my grandson & friend said they saw a bee that was a good 2 inches long, in our back yard. We teased them bigtime, but now I'm thinking maybe he did. Yesterday there was a big fat bee out back, but it was about one inch",Unverified,2020/4/7,47.32299,-122.310432,0.477497909,0.5,0.334711965,0.002642008
37,{38994878-498E-4CDE-B4CE-2B0D581A19C5},2020/4/7,"4/07/20. We prefer not to risk going close to eat, but my husband thought it was a mouse and put a trap at first, until he saw it was a big giant bee today and left immediately. We were advised to call you.",Unverified,2020/4/7,47.637224,-122.700911,0.511737448,0.5,0.265621221,0.002642008
38,{5F24255E-DACB-4FA1-A445-E084F631A843},2019/9/18,I am not sure if this is this particular hornet but it is the biggest thing we have ever seen.   It was at our cabin in Eatonville last September.   I kept a picture because I wanted to try and find out what it was and have been unsuccessful.  It was abo,Unverified,2020/4/7,46.900618,-122.274347,0.388406444,2.58E-07,0.431945814,6.95E-05
39,{DA399673-4CAD-40B7-97F8-52304BFF3845},2019/9/7,"I don’t remember exact date but I definitely saw this hornet around late summer/early autumn. I didn’t get a photo of it unfortunately, but I am absolutely certain this is what I saw. I didn’t kill it because I unfortunately didn’t know at the ti",Unverified,2020/4/7,47.64322,-122.31986,0.401795798,0.5,0.261138084,0.000834318
40,{9E46DAE2-B75E-4708-94F8-54FFB3D867C3},2018/6/22,I've seen two in Ephrata between 2017-2018,Unverified,2020/4/7,47.318978,-119.557481,0.362708181,0.5,0.552759021,0.031565042
41,{BEE96943-A647-46B0-85FA-6B02B961D195},2020/4/7,"was in my house in Spokane, WA",Negative ID,2020/4/7,47.708791,-117.472206,0.349931125,0.959435319,0.795772334,0.002642008
42,{19E73846-F24B-4F31-9DD7-0FC59329434E},2019/9/1,It was a big long  wasp with golden yellow stripes. They would stick a barb from inside there abdomen into this one tree and get stuck and die. I saw about 4 get stuck in the same tree.,Unverified,2020/4/7,47.222441,-122.397369,0.682920479,0.5,0.357423219,0.001251477
43,{C5B128DB-5AFA-4BEE-932C-C0CE907803E7},2019/7/26,We were able to kill one of them and later saw at least 2 more that same day.,Unverified,2020/4/7,47.541072,-120.282015,0.368147633,0.5,0.433622081,0.003823959
44,{AED5EB6F-DB33-4970-AEA0-100840AB6460},2020/4/7,"I was in my back yard in Snohomish. A very large insect flew past me, at a distance of about 7 feet. Since it was in the air and moving rapidly I was unable to take a photo. It may not have been one of these wasps, but the size startled me.",Unverified,2020/4/7,48.006687,-121.982158,0.463496506,0.5,0.189271475,0.002642008
45,{934B1425-2699-4768-8373-EF66CDBAC631},2015/5/3,"Interesting that this comes up now.  About 5 years ago, I was talking to someone on the West side of Holland Library in Pullman.  I believe I saw one of these wasps getting nectar out of vine maple blossoms.  It was VERY large and was bright orange with",Unverified,2020/4/7,46.730802,-117.163984,0.516773758,0.5,0.938048378,0.111242439
46,{04A51FB3-705E-46B4-B80F-B3A29135B518},2020/4/8,"100% caught one in my house last week, Everett, WA. I was shocked at the size, bigest wasp I had ever seen. Threw it outside alive.",Unverified,2020/4/8,47.941026,-122.235926,0.417287745,0.5,0.194269273,0.002572481
47,{044EEB7B-71E6-42B4-91BB-32CEC22E9F5B},2019/7/28,"The following is a copy of an email that I sent to Dr. Chris Looney (CLooney@agr.wa.gov) on December 21 at 1:45 PM    Hello Dr. Looney,  I saw the article on KOMO about the Asian giant hornet that was found in Blaine. This reminded me of a similar sighti",Unverified,2020/4/8,47.73284,-122.17959,0.388114533,0.5,0.242872763,0.003684906
48,{3A1CBF2E-E6F0-4728-A6B6-F57F29BF5B40},2019/7/13,"We weren’t sure what these were, but they are huge and we had never seen anything like them. We saw them in Crescent Bar by the swimming pools.",Negative ID,2020/4/8,47.221882,-119.99443,0.454235683,9.11E-17,0.516495009,0.004727804
49,{C9587D29-D898-4CE0-8508-E31EF42AD20C},2019/9/12,"Hello! This 'wasp' type insect bit my husband and I last Sept.  I grew up in the PNW, am a longtime gardener and have never seen anything like this.  I don't know if this is the hornet that you are referring to but it looks very familiar.  It was huge an",Negative ID,2020/4/8,47.328,-122.58004,0.440135238,0.318140595,0.334069155,0.000486686
50,{47BBB2BB-2996-4BF5-8329-73F28A7E5778},2019/4/20,We were at flower world shopping for fruit trees and there was a hornet about three inches large up in the rafters of the far east building next to the fruit trees.  I did not take a photo as I don't usually carry phone with me but there were others ther,Unverified,2020/4/8,47.8062,-122.1048,0.433274441,0.5,0.228340288,0.010568032
51,{931A8E3E-9FE2-4271-A386-867C76516779},2019/1/20,"This is the cicada killer, either Sphecius grandis or Sphecius convallis.",Negative ID,2020/4/8,46.491849,-117.085127,0.347361739,0.150383147,0.978553697,0.016825419
52,{CE1A6C29-2394-48A7-A17F-0DFCF709954E},2020/4/8,I spotted two hornets on my patio umbrella. I was not able to get a picture of them,Unverified,2020/4/8,47.288518,-122.252099,0.333455137,0.5,0.343175979,0.002572481
53,{AA6AE74F-0C8D-473E-9060-30C2CE574D59},2020/4/8,Yes I saw a large bee looking bug flying around my Japanese maple yesterday Thought it was a large wasp,Unverified,2020/4/8,47.62986,-120.68945,0.481039353,0.5,0.37378698,0.002572481
54,{3AA62A75-F0A9-4DA2-B846-16A4325603D0},2020/4/7, ,Unverified,2020/4/8,47.473632,-122.106425,0.329197461,0.5,0.303478823,0.002642008
55,{620598A3-EE9C-4E4C-BAEC-39327473CF01},2020/4/3,I didn’t capture a picture but it was absolutely massive. I’ve never seen a bee that large in WA and I’ve lived here for 29 years!,Unverified,2020/4/8,47.440059,-122.220459,0.476014781,0.5,0.308892072,0.002920114
56,{0752FE56-5D25-489F-AC37-86E6FB0196AA},2019/7/8,Was driving by soap lake and got hit in the head by one.,Unverified,2020/4/8,47.530211,-119.492792,0.371266517,0.5,0.532323439,0.005075436
57,{1A098A5A-81AA-4721-A8A2-2CC8FD080895},2020/4/7,Biggest hornet we have ever seen. Saw two of them,Unverified,2020/4/8,47.568036,-122.639598,0.382762213,0.5,0.280035882,0.002642008
58,{D50C4D53-441D-4FFD-93D8-DBB6ED4FADCF},2020/4/6,I saw this trying to start a nest on the eve of my garage door. I hit it 3 times with a broom until it finally left. I have not seen it since then. It was 1 1/2 to 2 inches in length.,Negative ID,2020/4/8,48.548358,-122.31711,0.377487496,0.5,0.054878641,0.002711534
59,{71F72F7D-8270-4544-BC0F-B219CAFA123F},2018/8/16,I can’t find a picture but these are definitely non native hornets. I think they’re European hornets. 2018 is the first year I started seeing them. Some bee keepers store hives on our property. I might have a specimen and will send a picture if I fin,Unverified,2020/4/8,46.500337,-117.774936,0.646796014,0.5,0.889145186,0.027741083
60,{AC3FE194-329E-4758-841D-88A6B2692211},2020/4/5,No photo.  Was large hornet with orange/yellow head,Unverified,2020/4/8,48.731977,-122.691497,0.725463227,0.5,0.042652843,0.002781061
61,{63BBFFBD-73DB-4CC9-AD84-42AB0FE8DE56},2018/7/20,"I killed this in my back yard a couple years ago. Didn’t think anything of it until I just read your article. Not sure if it’s a Asian giant hornet, but figure I would share.",Negative ID,2020/4/8,46.729429,-120.556863,0.379508772,0.370633877,0.551622218,0.029618299
62,{F3A14E04-0477-4C40-A87F-88ACC6D13869},2020/4/8,Several huge wasps flying around our rooftop deck area. Bigger than usual as we had a nest last year to compare too.,Unverified,2020/4/8,47.513367,-122.389528,0.447850695,0.5,0.290579211,0.002572481
63,{FCE0B369-AC4D-48CF-A318-7EAD391EEE81},2019/8/8,It was the only one located and was put into a pickle jar - the hand holding the jar is an adult females hand,Negative ID,2020/4/9,46.535196,-117.084754,0.352667456,3.01E-06,0.973008166,0.002920114
64,{816D3E16-A9C7-4721-98E3-98244720AFCD},2020/4/9,It was very large and distinctive. I am allergic to bees so my first instinct was to get away not take a picture unfortunately. I have never seen such a large bee.,Unverified,2020/4/9,46.713962,-117.173186,0.483778249,0.5,0.938879278,0.002502955
65,{ECAB40CB-30D1-4A69-960F-D1DF0FA08F06},2019/8/24,"I think I had two of these in my yard this last summer. I do not recall the exact date or time, just late summer on a weekend getting the yard ready for fall. I couldn't figure out what it was and didn't look like a mud wasp or anything I had seen before",Unverified,2020/4/9,47.721485,-122.054518,0.373704201,0.5,0.249025967,0.00180769
66,{04A35B46-D137-4428-AB36-AACD8E1FCB7F},2020/4/9, ,Unverified,2020/4/9,47.749228,-122.338696,0.329197461,0.5,0.236651351,0.002502955
67,{ACF693FD-9B22-42F9-9762-AAF8A782FE4A},2020/4/9,Over the last 2 Summers I have notice a large hornet nesting in the ground where a garden was located.  They look similar to the Asian Hornet and do not seem aggressive.  These ground nest are next to a home and would prefer to have them erradicated if p,Unverified,2020/4/9,47.770075,-122.264719,0.437530822,0.5,0.232738682,0.002502955
68,{B757C1C4-1B6E-4DF2-873B-FE0E670321EB},2020/4/9,I saw similar bees to this pictures yesterday when I was outside in my yard.,Unverified,2020/4/9,47.67887,-122.20664,0.380125218,0.5,0.254583899,0.002502955
69,{7BCD90C8-1CAE-4214-B4E5-F90A0F759F10},2019/6/20,Saw a few flying around my house at separate times. They were huge so I looked them up. . Meant to call last year but got distracted.,Unverified,2020/4/9,47.351682,-122.088907,0.451240476,0.5,0.331592992,0.006326914
70,{24787530-CACF-4C09-AD57-32E3B0127F56},2020/4/9, ,Unverified,2020/4/9,46.612154,-123.95825,0.329197461,0.5,0.551696627,0.002502955
71,{D0ACA64D-2369-4D88-954B-F864FFFA649F},2020/4/9,A giant wasp landed on my arm while I was walking on mallon street. I quickly brushed it off as it landed but I was massive with a big orange head and I remember thinking I've never seen a bee with such huge orange head.,Unverified,2020/4/9,47.665299,-117.42232,0.790955968,0.5,0.80645208,0.002502955
72,{DA2999E6-B8F3-4BE9-B9E3-CB52F8F1C1DC},2019/7/6, ,Unverified,2020/4/9,46.940812,-119.963979,0.329197461,0.5,0.566925651,0.005214489
73,{FBAC17E5-3BBE-45B6-ABD8-AE1BF88C632E},2018/7/14,THIS DATE IS AN ESTIMATE. IT WAS TWO YEARS AGO DURING THE SUMMER. IT DEVOURED A BEE IN FRONT OF ME WHICH IS WHY I REMEMBER IT. I WAS SHOCKED BUT DIDN'T KNOW WHAT IT WAS? THEN I SAW THIS ON THE NEWS..,Unverified,2020/4/9,47.822687,-122.343588,0,0.5,0.21975226,0.030035459
74,{EFB94730-2810-4BBB-A708-66AAA805E857},2020/4/9,i read the article on them about a week ago and noticed these abnormally big looking bees outside my window and made me curious because they were messing around with the small looking hives i have seen before that are usually around houses. i did not not,Negative ID,2020/4/9,47.005477,-122.919675,0.451287653,1.45E-06,0.41452586,0.002502955
75,{EAED92ED-D462-4BD1-9821-7F42D1055491},2019/9/30,"I live on the Saanich Peninsula of Vancouver Island.  Last fall, roughly late September, I saw one of these in my garden and made note of it in my garden diary.  I have lived in the PNW for over 60 years and have never before come across such a remarkabl",Unverified,2020/4/9,48.66002,-123.396765,0.346390046,0.5,0.116261862,0
76,{330DF5BF-042A-43C3-97F3-5D5D3A6576A0},2019/10/30, ,Unverified,2020/4/10,47.241065,-122.269603,0.329197461,0.5,0.353870194,0
77,{28514DE9-92C7-45EB-A399-F9F9B0B280A7},2020/4/11,Seen twice last few days,Unverified,2020/4/11,47.38077,-122.65212,0.342258425,0.5,0.323015297,0.002363902
78,{DF8041A1-A4C4-40F5-898E-775A7A6E5DB5},2020/4/10,Flying past us near our house. Did not find a nest. We have many wild honeybee nests all around us. Last year found a huge pile of honeybees in our pasture dead and dying on the ground. I do have pictures but will have to search for them.,Unverified,2020/4/11,46.521513,-117.012612,0.41435834,0.5,0.984233578,0.002433428
79,{192333AB-76D4-4536-B46F-D38F850C5536},2020/4/11,"Had a hive that was starting to do its spring activity.  Yesterday, no bees anywhere.  Still lots of honey in the hive.  Could this be the Wasp?  On the county line Snohimish/Skagit on hwy 530.",Unverified,2020/4/11,48.096743,-120.458737,0.355466628,0.5,0.337308009,0.002363902
80,{4AA1D6E7-90B2-44E8-80F1-F0981E70BADC},2020/4/8,"I saw the very large hornet ""sniffing"" around one of my potted climbing roses. I live on the 9th floor of an apartment building in Bellevue, WA. We are East facing over the 405 freeway near Bellevue City Hall. It was so large it was rather startling and",Unverified,2020/4/11,47.613333,-122.19203,0.421640398,0.5,0.269810857,0.002572481
81,{4689DDB2-78D7-4219-ADB3-C2A3134A1359},2020/4/12,Was dead on the ground..looked like it had Larvae.  Large park across the street,Negative ID,2020/4/12,48.14981,-123.13306,0.363978392,0.920111893,0.180743386,0.002294375
82,{D6105319-F8F8-4E29-AC72-64BBCB08833A},2020/4/2,"Saw this one who spent the morning either on the dirt or flying under my house, back and fort.   My wife was alarmed and gave me the electric swatted.   I went out and zapped it a few time before it quit moving. I remember seeing a giant stinger and was",Unverified,2020/4/12,48.291902,-122.521527,0.445959126,0.5,0.112706769,0.002989641
83,{43481D0E-63CC-4E98-88A1-2176F4E893A6},2020/4/11,"My initial thought was, ""this looks like a huge bumblebee. It was sluggish, appx. 1.25"" long, and I moved it from patio to lawn.  I don't believe it's the Asian hornet, but would like to know if you can identify it. Is it dangerous?",Negative ID,2020/4/12,47.859496,-122.26428,0.457397751,5.19E-05,0.212307234,0.002363902
84,{DB1012D6-4C92-4F0C-8086-32929E1AB020},2020/4/12,Saw a giant hornet flying near our porch. Did not bother us but was investigating an area where we commonly have other wasps.,Unverified,2020/4/13,47.676217,-122.113955,0.449521778,0.5,0.257378367,0.002294375
85,{EF5051F6-1E6D-4A21-8F1C-A045E3DA56B4},2020/4/10,"My girlfriend was digging a flower bed behind the house and one of these giant hornets came out of the dirt and flew past her, it looked like it might have been a mole tunnel that it came from.",Unverified,2020/4/13,47.946801,-122.245689,0.412421801,0.5,0.192743891,0.002433428
86,{731D1EAC-C846-44A3-8780-3F9AF2568E54},2020/4/11,"Sorry, we don't have a photo, but my husband and I were sitting on our deck in Sammamish and a VERY large bumble bee flew around us for several minutes. It was bigger than any we've seen before. Then on Saturday night, we had to take our dog to an emerge",Unverified,2020/4/13,47.562359,-122.038914,0.550695578,0.5,0.28528171,0.002363902
87,{9700CFCE-AA79-46D4-B495-5C51ECEF3C55},2020/4/13,"Over an inch long. I have single-paned windows and I only noticed my window thumping because I thought it was wind. It was this bug flying into the window repeatedly. I thought the time of day was strange, along with it’s size. It was not not skinny.",Negative ID,2020/4/13,48.74478,-122.478403,0.376842588,0.5,0.011777278,0.002224849
88,{6837DBE5-8CB1-4913-A743-2B78C25D69AE},2020/4/12,it was bumping around my house.  (I'd left the door open). I caught it in a glass to release it and thought it was so weird looking I'd save it to show the grandkids but it was so angry I released it.  then THIS morning I saw the information identifying,Unverified,2020/4/13,47.916729,-124.530363,0.319141751,0.5,0.297063121,0.002294375
89,{E3C77A6C-8557-4CE0-AE46-EA14D63AC2BF},2020/4/10,"Very large wasp that landed on my window ledge, see picture.  I did not know at the time to look for an orange face, I don't know what the face color was.  The window ledge is about 3 inches",Negative ID,2020/4/13,47.665515,-122.33873,0.595625569,9.94E-15,0.255867453,0.002433428
90,{2A65F013-7959-4B25-8D35-305012D6FF20},2020/4/12,"Couldn’t get a photo. It was 0.5-1�?long and looked like a bee, not as much like a wasp, but not one I had ever seen before. It was buzzing around in a back corner of our yard close to the ground",Unverified,2020/4/13,47.669197,-122.289611,0.329197461,0.5,0.255493341,0.002294375
91,{E5AE6B3E-FB11-46CC-866F-D6B948BAEB8C},2019/8/15,"I am a geologist, was working on a geotechnical exploration in Fife and an asian giant hornet came up to inspect me and landed momentarily a few feet away. I did not realize they were invasive at the time but feel positive in my identification because I",Unverified,2020/4/13,47.243563,-122.340564,0.443038724,0.5,0.352758194,0.002433428
92,{DD71ED42-A272-45E1-A482-4306ED14D9CA},,"Saw this beast (fo sho!!) in our sun room last summer. It flew in, I freaked and it flew out. Recognized from TV show.",Unverified,2020/4/13,48.493971,-122.629183,0.37005143,0.5,0.07259623,
93,{7B407363-24DF-4E47-A515-5480DA03FB8B},2020/3/4,"I am not sure what this is, but I saw this on my living room wall one evening.  I had returned from visiting my daughter in Tx  on Feb 11, 2020,  who had been in Thailand in January.",Negative ID,2020/4/13,47.634119,-122.646627,0.286733301,0.004639748,0.265102426,0.00500591
94,{A2E73DE8-D26A-4BC8-A32D-D8E3268F2DEF},2020/4/6,"I was watering my plants at the windowsill when I heard a buzzing sound and a giant wasp was flying around the window and actually bumped into it. It was hovering for about 10-15 seconds before flying away, and before I could capture a photo. I was compl",Unverified,2020/4/13,48.736447,-122.46473,0.467445679,0.5,0.011746274,0.002711534
95,{D4204D03-FB96-44A8-9631-FC74AE5328AD},2020/4/14,"Walking in our field observed these bugs hovering around the ground, & then going into holes.  I’m not sure they’re Asian hornets, because they’re the approximate size of a honey bee.",Negative ID,2020/4/14,47.643943,-122.623737,0.292395189,3.72E-05,0.262421638,0.002155322
96,{72428E4E-60A7-4273-9CC4-A53979B7DCEC},2020/4/14,I saw it on my back porch screen door. However it flew off before I was able to take a photo.,Unverified,2020/4/14,48.734703,-122.668193,0.377021446,0.5,0.039077081,0.002155322
97,{22543402-23E2-431F-A1DC-6B91DFAEAB95},2020/4/12,Looked dead or dying. Pretty sure it was an Asian hornet. Had the reddish/orange color and was in about 1.5 inches long,Unverified,2020/4/14,47.639437,-122.385481,0.528063245,0.5,0.261617608,0.002294375
98,{EEAF1516-EB51-4D23-8F05-ACD23C94F583},2017/6/1,"I tried to report some sightings a few years ago and nobody got back to me.  I used to deliver packages for FedEx and there is a street where I saw one of these on 3 different occasions.  Don’t have a photo, but I describe as huge and dark orange.",Unverified,2020/4/14,48.06114,-122.1769,0.539346902,0.5,0.168726347,0.05840228
99,{6A797976-1323-4D8E-B652-6B5422FFE2BA},2020/4/13,"Our AWESOME dog caught and chewed this monster hornet, so it has saliva and mud on the body. My son severed the neck - as it was writhing. I have saved it to submit if someone wants it.",Negative ID,2020/4/14,48.588408,-122.409922,0.353210452,0.944339747,0.043487877,0.002224849
