raw,s,pol,similarity,p,score
Yesterday around 3 p.m. I saw a hornet on a yard ornament in our yard. I noticed right away that it was very large (which is what drew my attention) and that it was orange and black instead of the yellow I'm use to seeing. I stood about 3 ft from it and,Unverified,0,0.7842103295940873,0.6052631578947368,0.4746536205437897
A large Japanese hornet landed in the lawn outside my townhouse. I quickly brought my dogs inside. I didn’t not try to capture the specimen. Please let me know any follow up information. Thank you.,Unverified,0,0.6396844731281875,0.7368421052631579,0.47134645388392765
Found dead specimen,Unverified,-0.04,0.8442668533197283,0.6052631578947368,0.47100362174615135
Big hornet. Believe to be Asian and we still have dead specimen.,Negative ID,-0.013333333333333319,0.7976331326082567,0.6052631578947368,0.46944461535061155
"A very large hornet about 1.25 inches long. It doesn't have the vivid yellow face but has a very big, mean looking stinger.",Negative ID,0,0.9905628755505212,0.4736842105263158,0.46921399368182587
"110% never seen a hornet this big with a huge yellow face. We left the park because we saw 2 of them. I did not want to get closer to snag a photo, but it was definitely the one you are looking for.",Unverified,0,0.8908162622618534,0.5263157894736842,0.4688506643483439
I was digging into slope in my yard in the process of building steps when I discovered huge orange and black insect (2 inches).  There were also a bunch of smaller orange winged insects in the ground.  (Stupidly) I put the big insect back in the ground a,Unverified,-0.01888888888888888,0.8030189428535489,0.6052631578947368,0.46714889231194334
"Found sitting on a deck planter.  Sprayed and trapped.  Hornet about 1 inch long, with markings similar to descriptions online.  Larger than any hornets or wasps commonly seen on our property.  We kept the specimen if needed.  No photo.",Unverified,-0.022,0.8076171238767705,0.6052631578947368,0.466820890767519
No photo.  Was large hornet with orange/yellow head,Unverified,0,0.9850201544580436,0.4736842105263158,0.466588494216968
Doesn’t have the orange head. It’s about 1-1/3�?long. Has black and yellowish striped legs.,Negative ID,-0.03333333333333332,0.6732626484466825,0.7368421052631579,0.4627549339431695
Was the largest hornet i habe ever seen. Big body more orange than yellow. Big black eyes on the head.,Unverified,0,0.7645291712484896,0.6052631578947368,0.46274134049250687
"I had my toddler with me so was unable to take a picture; however the thing was nearly as big as my thumb, and black with almost orange striping.",Unverified,-0.04444444444444444,0.8379028643071686,0.6052631578947368,0.46270728921515764
"It had a distinct orange/yellowish face with dark eyes, a large orange-ish coloring to the abdomen, and was about the size of my pinky. It landed amongst some of my flowers and I couldn’t get a picture. I’ve seen one twice in the last week.",Unverified,0,0.7611185469461768,0.6052631578947368,0.46067701525689647
"Unfortunately, I ran the other direction when I saw it, so no photos.  What I encountered was about 1.5"" long, mostly black body with orange/yellow stripes.  I didn't notice it's face.  I moved about 10' away and could still clearly make out a long sting",Unverified,-0.02638888888888888,0.7992807097330841,0.6052631578947368,0.45738627752850414
Very large. On the road - injured or dying. Yellow and black stripes and shape of body match the Asian giant hornet.,Unverified,0,0.7556381858614739,0.6052631578947368,0.45735995460036577
about the size of a quarter mostly black with some yellow and the body that looked similar to normal hornets I have seen. I have never seen a bee that big,Unverified,-0.00066666666666666,0.9588774553494718,0.4736842105263158,0.45353844376203056
"I dont believe this was an asian giant hornet as the face didn't match but it was 1.25-1.5"" long and body segments 3-4x larger in diameter than a yellow jacket. Found in my garage and was unphased by WHY Spray. Biggest wasp I have ever seen outside of a",Negative ID,-0.00166666666666666,0.9442974793222677,0.4736842105263158,0.44563213932809176
"Saw a GIANT ~2 inch flying insect while watering garden, didn't have phone, but it was huge, orange and black. Saw it up close and then it flew up high. Was around 2 inches, all around big, with what looked like a stinger. Definitely an abnormally large",Unverified,0,0.6030299993520343,0.7368421052631579,0.44433789425939363
I saw a very large orange and black hornet like insect hovering near one of my garden beds. It moved similarly to a yellow jacket but was much bigger. Chicken that I am I left.,Unverified,-0.011088435374149639,0.6157584935956067,0.7368421052631579,0.44262834938050793
It was dead in a tray of water - a great specimen until I smashed the tar out of it afraid it might come back to life....Sorry!!,Negative ID,0,0.7312246958065279,0.6052631578947368,0.44258336851447744
"Saw a bee that looked like the picture in the Bellingham Herald. I did not notice if it had a skinny waist but it had pronounced striping on the bottom half and a vivid yellow at the head. It was at least as large as bumble bees, likely larger.r.",Unverified,-0.00424603174603174,0.9413716205547047,0.4736842105263158,0.4416668411483021
I saw a larger than normal bee/hornet like insect on my concrete pad of my house. It appeared to be about 2 inches long and had an orange tint to the stripes on the back. It flew away when I got closer. I was about 4 feet away from it.,Negative ID,0,0.9296424230050091,0.4736842105263158,0.4403569372128991
This hornet or wasp was much bigger than I usually see ( it appeared to be about an inch and 1/2 long. Looks like a large yellow jacket,Negative ID,-0.0034285714285714197,0.9366933108260356,0.4736842105263158,0.44026826001534014
"Seen near water on our property. Unable to get a photo, bright orange with black stripes, about 1.5 in long, hovering around dandelions then flew away.  Our land borders Carlisle bog natural area",Unverified,0,0.9281721701748952,0.4736842105263158,0.4396605016617925
"I hadn’t thought to take a picture at the time I saw the hornet. I was in my yard when I saw a massive hornet that was more orange than yellow, i’ve seen other hornets around my house this summer but none were as large or orange as this hornet. If I",Unverified,0,0.9257971754221853,0.4736842105263158,0.438535504147351
We found a very large hornet. About 2 inches long with a very large stinger. About 1/2 to 3/4 inch long and fairly thick. The coloring was all black with thin yellow banding,Unverified,-0.01023809523809524,0.9443850953400766,0.4736842105263158,0.4371022130808885
The insect was in flight. The colors were distinctive orange and black stripping. The estimated length of the insect was approximately 2 inches. The area seen is near a pear tree with rotting pears. Many other smaller hornets/wasps were consuming the pea,Unverified,-0.0030555555555555397,0.9231757346063012,0.4736842105263158,0.4342382134684819
"Well over an inch in size, black and yellow stripes on the long legs, orange/brown wings. Moves fast and is nearly silent when it flies",Negative ID,-0.00066666666666666,0.7149236225867117,0.6052631578947368,0.4320502627937115
"Definitely not a paper wasp, Bald faced hornet, or elm sawfly and was bigger and longer than a yellow jacket. I killed two of them within a week pretty sure it's the Asian hornet. Big orange head .",Unverified,0,0.8199465290069977,0.5263157894736842,0.4315508047405251
"We found this at my work and had trapped it in between a window and screen. It was about 2"" long and had a big stinger stingers couple millimetres long, it also had Black and yellow stripes along its body.",Negative ID,-0.01555555555555554,0.9421997259994677,0.4736842105263158,0.43074957781261336
"My wife and I started seeing large orange & black (mainly black) buzzing around our white conical hydrangias when they started blooming about 2 weeks ago. They have ranged in size from 1 1/4"" to 1 1/2"" in size and are extremely aggressive. They don't see",Unverified,-0.00976190476190476,0.928915754619711,0.4736842105263158,0.43025082111058993
"Insect landed on our garden hose while laying in the front yard. Insect was large with orange head, black mid section and yellow striped abdomen. Wings were large/long with a yellow/orange hue. It flew away before a picture could be taken. We’ll watch",Unverified,0,0.5784244018254114,0.7368421052631579,0.4262074539766189
"1.5-2 inches long, all black with one small yellow marking on its body. Long wings. Looks like it was trying to eat a spider. Probably not Asian wasp, due to the lack of yellow head but after it was smushed with a shoe, it had a giant opening where it�?,['inch'"," 'black'",-0.01425925925925926,0.9290259061806152,0.4736842105263158,0.4258056436684006
"I was watering my garden and saw the biggest ""wasp"" I have ever seen.  I tried to take a picture but it kept flying towards me. It was about 1 and 1/2 inches long with a black bottom and the wings faded from a light to dark color. Head was huge as well.",Negative ID,0,0.8984599195155499,0.4736842105263158,0.4255862776652605
I have the specimen if needed,Negative ID,0,0.6999223927156352,0.6052631578947368,0.4236372376963055
"It was huge- easily twice the size of any bee I have ever seen. It landed on our food, we tried to trap it, but it got away. It had black legs and the head was more orange than yellow. We were dining outside (socially distanced) at restaurant/bar called",Unverified,0,0.6977649536429981,0.6052631578947368,0.42233141931023566
"Flew in front on me circled and flew off.  Immediately noticed it was large, 2 inches mostly black with a couple yellow/orange stripes on back part of body and same coloring on head. One body stripe may have been wider than the other stripe.",Unverified,-0.00309523809523808,0.5765197933458235,0.7368421052631579,0.42170882015957917
"I was sitting on my porch and saw what I first thought was a large wasp, but as it flew closer I could see it was much bigger, and closer to the 2 inches that the Asian giant hornets can be and upon looking on this website for clarification I can confirm",Unverified,0,0.8890942112873251,0.4736842105263158,0.42114988955715404
Was sitting still on the porch upper eaves about 4 feet from an actively yellow jacket hive being built it was the biggest bee I have ever seen with the orange color. I didn't realize what it was,Unverified,0,0.8885907882939759,0.4736842105263158,0.42091142603398857
"This was a very aggressive hornet without provoking, a bit bigger than my thumb (adult male). Markings were a yellowish head, mostly black body with a couple yellow stripes across the back. Had a face that looked mean, did not look like any of the other",Unverified,-0.00675925925925924,0.5782716827561569,0.7368421052631579,0.41933566487685636
I just saw the biggest bee I’ve ever seen in my whole life. I only looked at it because the buzzing sound was so loud and deep and I’ve never heard a bug make that sound before. It was black and yellow with two segments and brownish wings.,Unverified,0,0.8852184416511022,0.4736842105263158,0.4193139986768379
"2"" hornet, 1 /4"" stinger, black yellow orangish, and orange colored legs hanging, clicking sound not humming, flying back and forth below roof gutter",Unverified,0,0.8843419261562945,0.4736842105263158,0.41889880712666583
Many other bee types among these distinctly large and orange bees. Only saw about 4 in neighborhood bush near community garden where I spotted others earlier in the month. There have also been fully black ones the same size that look like giant flying an,Negative ID,0,0.6890946477231243,0.6052631578947368,0.41708360256925947
It was a big long  wasp with golden yellow stripes. They would stick a barb from inside there abdomen into this one tree and get stuck and die. I saw about 4 get stuck in the same tree.,Unverified,0,0.8792692490208981,0.4736842105263158,0.4164959600625307
"Very large dark insect hit my sliding glass door several times. I look up and see this huge insect hitting my door. It flew south & happened so fast I didn't get much detail. I've never seen anything so huge like 2"" long or so & big dark head",Unverified,0,0.8788593729822896,0.4736842105263158,0.41630180825476876
2- 2.5 inches long. Orange head with big black eyes. Black thorax with orange stripes. Stinger curved towards abdomon. No noticable fur on head or body. The head was about  1/3rd of an inch.,Unverified,-0.019166666666666658,0.706996922515569,0.6052631578947368,0.4087525232769672
"Large 2 inch, bee like insect,landed about 5 ft from me on the side of the garage. It was black with yellow stripes wings tucked along its body like a wasp does. Flew away a moment after it landed. It was the biggest bee like insect I've ever seen. I say",Unverified,0,0.6747461801367569,0.6052631578947368,0.40839900376698446
"Was in my backyard observing the bees in the garden and as I was heading inside, saw a GIANT bug flying into the rhododendron bush. It had a bright orange and black head and less bright orange stripes. I had my baby with me so I ran inside but have been",Unverified,0,0.855872443529074,0.4736842105263158,0.40541326272429823
"Hello!  We were in our backyard (in Lynnwood) and came across this bug! It is yellow and black, and over 2�?long (for reference that bolt head it is sitting next to is 19mm), with a huge stinger......with all the buzz about “murder hornets�?I can",Negative ID,0,0.850149528117286,0.4736842105263158,0.4027024080555565
"We were on our porch when a very large orange and black bug began flying around us. I started to tell my wife there's a dragonfly but this was different. It seemed like it was streamlined when it was flying. It flew around us for a few minutes, my wife t",Unverified,-0.0044047619047619,0.8468045367804456,0.4736842105263158,0.39671317657018607
"Found this crawling in the grass.  Yellow head, black eyes, black thorax, black abdomen with only one yellow strip near the end tip.  It is about one inch to one and a quarter in length",Negative ID,-0.01142857142857142,0.8605462404445409,0.4736842105263158,0.3961985950977901
I have 3  active mason bee homes on my property. This gigantic hornet that seemed too big for the time of year was interested in the mason bee house before flying away. It was a very large  looking yellow jacket but could not confirm coloring with pictur,Negative ID,0,0.836088697449532,0.4736842105263158,0.3960420145813573
"My wife and I saw two very large hornets with orange on the head and on the body in our garden in Yelm, WA in mid August of 2019.  They were not agressive and were hovering around our garden area.  The hornets were very large, about twice as big as the l",Unverified,0,0.8351969171280968,0.4736842105263158,0.39561959232383537
"We saw a very unusual wasp like insect at 5pm in our back yard. About 2""inch, yellow, black stripes and fast flying. It landed on our playset trampoline briefly which is when we observed it. My husband and another friend immediately said it looked like a",Unverified,0,0.8342233333416097,0.4736842105263158,0.39515842105655197
"No photo as I was not aware of this at time of sighting. Extremely large hornet with load buzz, I have never seen a hornet or wasp that big. I am certain it was not a paper wasp, saw fly, yellow jacket, or bald faced hornet.",Unverified,0,0.8327808941310619,0.4736842105263158,0.39447516037787145
"Large, 1.5-2 inch, mostly black hornet with thin yellow/orange stripes on rear",Unverified,-0.02349206349206348,0.687636904425891,0.6052631578947368,0.3927092207657127
Saw a large darker yellow and black hornet like bug fly by me. Had a louder hum than a normal wasp and was quite large compared to the wasp and hornets I see around here.,Unverified,0,0.8248484087165232,0.4736842105263158,0.39071766728677415
It was walking around on my deck.  I trapped it initially and then looked up a photo on the internet.  The internet photo and my specimen did not match so I let it go.  Then a photo in the Skagit Valley Herald of the hornet did look like what I had seen.,Unverified,-0.02,0.6785507428761524,0.6052631578947368,0.39070176542503954
"May have seen queen or hornet on orcas island. It flew past me over 75+ feet away so no clear identification. It was bigger then any insect I have seen here before, it appeared to be a giant black insect, and I could clearly see two long rear legs hangin",Unverified,-0.0119047619047619,0.8477970137852598,0.4736842105263158,0.389683297256677
Black with yellow/orange stripes. 1.5-2 inches long. Near the trash cans in the campground.,Unverified,-0.00777777777777776,0.8389693970039485,0.4736842105263158,0.3896287786977768
A asian giant hornet flew into my home. I didn't get a picture but was able to get it out of my home. (I didn't realize that this is what it was) it was very large and when looked at it closer had yellow markings similar to a bees but more black then yel,Unverified,0,0.6435127184626185,0.6052631578947368,0.3894945401221112
"1.5-in yellow/black giant striped bug seen in my yard in Mountlake Terrace, WA. I hadn't heard of the Asian giant hornets when I saw this but took a picture because it was such a surreal-looking bug. I have also reported this through the WISC app. The ph",Negative ID,0,0.6402254871778288,0.6052631578947368,0.387504900133949
"We found the dead specimen on the Possesssion Lane near 11900-13048 Possession Lane, Edmonds, WA  98026.  We have the specimen if you need to examine it.",Negative ID,-0.01,0.6548707228107247,0.6052631578947368,0.38636912170122806
While spraying a bush in my backyard with the water hose. A huge what looked a wasp. It was very quick and all over place. Seemed to be a orange yellow color.,Unverified,0,0.8117654527279748,0.4736842105263158,0.38452047760798813
"This is the second sighting. We have a large vegetable garden and something was making the cilantro closer dip over several inches. It looked just like the photos except the striped abdomen was quite orange, in addition to the stripes. I also saw one ver",Unverified,0,0.8100750120170775,0.4736842105263158,0.38371974253440516
"It has a black body (thorax) and yellow/orange head. VERY loud and VERY big. not afraid of me. It stays in the grassy area near my front door, where I take my tiny puppy out. We have always immediately left, so no pictures, unfortunately.",Unverified,-0.0034166666666666603,0.637554205460904,0.6052631578947368,0.38247140505967
The wings look the same but its all black.  We have seen several of these. Some have had yellow stripes but the one we have a picture of doesnt seem to be the same but we are wondering.,Negative ID,-0.006666666666666659,0.8197996235108508,0.4736842105263158,0.3816594707858416
"the hornet I saw was 2 to 2.25 in. long.It was not stripped, the body was yellow and the very back end was solid black.",Unverified,-0.008333333333333321,0.8192383067855397,0.4736842105263158,0.37972691724929075
"Never before seen on our property in Enumclaw, WA.  Apologies I could not get closer, but it is on the right edge of the teacup saucer, near a decorative button.  About 1.5"" long, mostly black body with distinctive black and yellow striped legs.",Negative ID,0,0.8010602131788048,0.4736842105263158,0.37944957466364443
I can’t find a picture but these are definitely non native hornets. I think they’re European hornets. 2018 is the first year I started seeing them. Some bee keepers store hives on our property. I might have a specimen and will send a picture if I fin,Unverified,0,0.5684202932926428,0.6578947368421053,0.3739607192714755
"The hornet was about 2 1/2 - 3�?long, yellow, black with green tint.  Wings were about 2-3 �?long.  Never seen anything that big before.  It was resting on our palm tree and then it took off.  Not enough time for a pic. We’re in Sumner wa",Unverified,-0.014666666666666661,0.8189216910651311,0.4736842105263158,0.37324360804839546
Was seen Marysville Wa on a sunny afternoon the seen date is just estimated it throw me off on how big it was I have yellow jackets around my house but this was much bigger and the orange head is the most I remembered about it with its black eyes the win,Unverified,0,0.6143212811756965,0.6052631578947368,0.3718260386063426
Was caught in a spider web and my husband hit it with a fly swatter.  Is approx 2.25 inches from tip of stinger to tip of 'antlers'.  Photo attached.  We will save specimen until determined it's not needed.,Negative ID,0,0.61378684308683,0.6052631578947368,0.371502562920976
"While kayaking in Drayton Harbor, Blaine, I saw what I thought to be an Asian hornet struggling in the water. It was at least 2 inches long with yellow/orange & dark brown (black?) stripes and an orangey face. Unfortunately, I was unable to get a picture",Unverified,-0.0476190476190476,0.692094917160722,0.6052631578947368,0.3712805075045473
"About an inch and a half, came and landed on my log splitter while splitting wood. Dont have a picture but it had 3-4 yellowish stripes and stinger was 1/4-1/2 inch long",Unverified,-0.02166666666666666,0.8288281171252725,0.4736842105263158,0.37093612565583084
"Saw what was likely a male asian giant hornet at 7512 Bridgeport Way W, Lakewood. Flew away before could get a picture. Have lived here most my life and never seen anything like it. Seemed to be too big and too orange to be a paper wasp. The orange color",Unverified,0,0.7811316300305653,0.4736842105263158,0.3700097194881625
"Road trip from Spokane, WA to Florence, OR. Upon arrival, specimen was stuck in the grille of my camper van. Specimen has only partial thorax.",Negative ID,-0.01,0.6264821068109174,0.6052631578947368,0.3691865383329237
"Insect was 1.5 to 2 inches long, buzzing very loudly.  It looked like a large wasp and was orange or red and black.  It slowed down long enough to see the shape of its body but I couldn't get a picture.  It was not a bumblebee or any other type of bee or",Unverified,-0.00450970017636684,0.7886262793020524,0.4736842105263158,0.36905011633513174
The picture is bad and does not really show what we witnessed. The sun was reflecting off the top of it and washed out the colors. It had an orange head and orange and black stripes. It was at least 1 1/2 inches long,Negative ID,-0.027222222222222196,0.831351464583727,0.4736842105263158,0.36657583994901694
"I saw a huge wasp, black with orange face and orange banding,  in my back yard tonight.  It look very much like the picture of the Asian Giant Hornet, and it was a wasp I have never seen before.   It was hovering over a patch of spearmint in my backyard",Unverified,0,0.7726830965731598,0.4736842105263158,0.3660077825872862
"I encountered an insect that looked just like this on Patos Island, just north of Orcas Island. It was the largest bee I have seen, aggressive, mostly black but with the orange coloring. I was really surprised because it was not a beetle, june bug and se",Unverified,-0.006666666666666659,0.7833909933509611,0.4736842105263158,0.36441327755220965
We had a very large (Dragon-fly sized) orange and black was flying in our back yard in North Seattle.  I’m reporting this as a sighting because I am hoping that providing my location will help to identify ‘murder hornets�?in our area.,Unverified,0,0.7690577735267299,0.4736842105263158,0.3642905243021352
It wasn't huge but definitely  had a yellow head and yellow mid section,Unverified,0,0.9215224413108403,0.39473684210526316,0.3637588584121738
It was yellow and black approximately 2 inches long with a large stinger that could easily be seen when flying.  When flying near me it was loud.,Unverified,0,0.7666450364330963,0.4736842105263158,0.36314764883672984
I heard a very loud buzzing outside my front door. I finally spotted it about 7 -9 feet away from me investigating my lawn. I watched it for about 5 minutes. It had a bright yellow head and tail (with stripes). It as at least 2 inches long (huge) and rea,Unverified,0,0.7659013028550355,0.4736842105263158,0.36279535398396423
"Noticed large hornet around my blackberry bush killing another insect. It caught my attention because of the Color, the body was mostly black with an orange tip around the stinger.",Unverified,0,0.7655826489189507,0.4736842105263158,0.36264441264581876
Swarm of orange and black stripped hornets on a push in backyard.  Seen very aggressive. could not get safely close enough for photo,Unverified,0,0.764826454061377,0.4736842105263158,0.3622862150817049
"Found on Big Bend community college Campus colleague found and caught one, On July 8th 2020. I also saw one land and was able to get a good view of  another specimen but could not get a picture of it before it flew away.",Unverified,0,0.5976782200864748,0.6052631578947368,0.3617526068944452
The bee was about 1.5 inches long with pretty big wingspan. Was orangish yellow in color but did have a solid black rear. Was not able to get close enough to see if it had a stinger or get a better picture of it’s head.,Negative ID,0,0.7624969334686971,0.4736842105263158,0.3611827579588565
Captured live in my yard while it was in grass. Was buzzing around prior. Believe it was attracted to water we had in kids water table for a few days. Will keep specimen until I hear from you. Likely to die overnight.,Negative ID,-0.00318181818181818,0.6011243177937565,0.6052631578947368,0.36065658469335027
A live Asian Giant Hornet was spotted in our gravel driveway going into a burrow. We killed the specimen sited but  believe that there might be an underground hive in our driveway.,Negative ID,-0.00318181818181818,0.5991785476332919,0.6052631578947368,0.3594788817014901
"In 2006 & 2007  I came across giant hornets maybe two inches long and no less than one and half inches. They looked like normal except huge hornets, yellow jackets.  They were hibernating inside an infrequently used tape dispenser so that when I pulled t",Unverified,0,0.7581077948795525,0.4736842105263158,0.359103692311367
"I am fairly certain I saw one land on my table in my backyard. My partner says he 'might have seen one last week sometime'. Unfortunately, I did not take a photo. It was longer than an inch, very large and beefy, black and yellow but not curved like a bu",Unverified,0,0.7541040169296319,0.4736842105263158,0.3572071659140362
"It was definitely an adian hornet, about 2 inches in length, bright orangey, yellow. Went to get a jar to try an capture it, but left my raspberry patch. Looked around in my other fruit and flowers, but couldn't  see it. It took me by surprise because of",Unverified,0,0.9044547388658544,0.39473684210526316,0.3570216074470478
